,label,text,cleaned_text
1371,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain","itching , vomiting , fatigue , weight loss , high fever , yellowish skin , dark urine , abdominal pain"
1372,Jaundice,"vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain","vomiting , fatigue , weight loss , high fever , yellowish skin , dark urine , abdominal pain"
1373,Jaundice,"itching,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain","itching , fatigue , weight loss , high fever , yellowish skin , dark urine , abdominal pain"
1374,Jaundice,"itching,vomiting,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain","itching , vomiting , weight loss , high fever , yellowish skin , dark urine , abdominal pain"
1375,Jaundice,"itching,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,abdominal_pain","itching , vomiting , fatigue , high fever , yellowish skin , dark urine , abdominal pain"
1376,Jaundice,"itching,vomiting,fatigue,weight_loss,yellowish_skin,dark_urine,abdominal_pain","itching , vomiting , fatigue , weight loss , yellowish skin , dark urine , abdominal pain"
1377,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,dark_urine,abdominal_pain","itching , vomiting , fatigue , weight loss , high fever , dark urine , abdominal pain"
1378,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,abdominal_pain","itching , vomiting , fatigue , weight loss , high fever , yellowish skin , abdominal pain"
1379,Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine","itching , vomiting , fatigue , weight loss , high fever , yellowish skin , dark urine"
1380,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain","chills , vomiting , high fever , sweating , headache , nausea , muscle pain"
1381,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain","chills , vomiting , high fever , sweating , headache , nausea , diarrhoea , muscle pain"
1382,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain","chills , vomiting , high fever , sweating , headache , nausea , diarrhoea , muscle pain"
1383,Malaria,"vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain","vomiting , high fever , sweating , headache , nausea , diarrhoea , muscle pain"
1384,Malaria,"chills,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain","chills , high fever , sweating , headache , nausea , diarrhoea , muscle pain"
1385,Malaria,"chills,vomiting,sweating,headache,nausea,diarrhoea,muscle_pain","chills , vomiting , sweating , headache , nausea , diarrhoea , muscle pain"
1386,Malaria,"chills,vomiting,high_fever,headache,nausea,diarrhoea,muscle_pain","chills , vomiting , high fever , headache , nausea , diarrhoea , muscle pain"
1387,Malaria,"chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain","chills , vomiting , high fever , sweating , nausea , diarrhoea , muscle pain"
1388,Malaria,"chills,vomiting,high_fever,sweating,headache,diarrhoea,muscle_pain","chills , vomiting , high fever , sweating , headache , diarrhoea , muscle pain"
1389,Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain","chills , vomiting , high fever , sweating , headache , nausea , muscle pain"
1390,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","itching , skin rash , fatigue , lethargy , high fever , headache , loss appetite , mild fever , swelled lymph nodes , malaise , red spots body"
1391,Chicken pox,"skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","skin rash , fatigue , lethargy , high fever , headache , loss appetite , mild fever , swelled lymph nodes , malaise , red spots body"
1392,Chicken pox,"itching,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","itching , fatigue , lethargy , high fever , headache , loss appetite , mild fever , swelled lymph nodes , malaise , red spots body"
1393,Chicken pox,"itching,skin_rash,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","itching , skin rash , lethargy , high fever , headache , loss appetite , mild fever , swelled lymph nodes , malaise , red spots body"
1394,Chicken pox,"itching,skin_rash,fatigue,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","itching , skin rash , fatigue , high fever , headache , loss appetite , mild fever , swelled lymph nodes , malaise , red spots body"
1395,Chicken pox,"itching,skin_rash,fatigue,lethargy,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","itching , skin rash , fatigue , lethargy , headache , loss appetite , mild fever , swelled lymph nodes , malaise , red spots body"
1396,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","itching , skin rash , fatigue , lethargy , high fever , loss appetite , mild fever , swelled lymph nodes , malaise , red spots body"
1397,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body","itching , skin rash , fatigue , lethargy , high fever , headache , mild fever , swelled lymph nodes , malaise , red spots body"
1398,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,swelled_lymph_nodes,malaise,red_spots_over_body","itching , skin rash , fatigue , lethargy , high fever , headache , loss appetite , swelled lymph nodes , malaise , red spots body"
1399,Chicken pox,"itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,malaise,red_spots_over_body","itching , skin rash , fatigue , lethargy , high fever , headache , loss appetite , mild fever , malaise , red spots body"
1400,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,muscle_pain,red_spots_over_body","skin rash , chills , joint pain , vomiting , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , muscle pain , red spots body"
1401,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,red_spots_over_body","skin rash , chills , joint pain , vomiting , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , red spots body"
1402,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain","skin rash , chills , joint pain , vomiting , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain"
1403,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , chills , joint pain , vomiting , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
1404,Dengue,"chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","chills , joint pain , vomiting , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
1405,Dengue,"skin_rash,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , joint pain , vomiting , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
1406,Dengue,"skin_rash,chills,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , chills , vomiting , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
1407,Dengue,"skin_rash,chills,joint_pain,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , chills , joint pain , fatigue , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
1408,Dengue,"skin_rash,chills,joint_pain,vomiting,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , chills , joint pain , vomiting , high fever , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
1409,Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body","skin rash , chills , joint pain , vomiting , fatigue , headache , nausea , loss appetite , pain behind eyes , back pain , malaise , muscle pain , red spots body"
1410,Typhoid,"chills,vomiting,fatigue,high_fever,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
1411,Typhoid,"chills,vomiting,fatigue,high_fever,headache,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
1412,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , abdominal pain , diarrhoea , toxic look typhos , belly pain"
1413,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , diarrhoea , toxic look typhos , belly pain"
1414,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , toxic look typhos , belly pain"
1415,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , belly pain"
1416,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos)","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos"
1417,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
1418,Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , vomiting , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
1419,Typhoid,"chills,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain","chills , fatigue , high fever , headache , nausea , constipation , abdominal pain , diarrhoea , toxic look typhos , belly pain"
1420,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
1421,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
1422,hepatitis A,"vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","vomiting , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
1423,hepatitis A,"joint_pain,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , yellowish skin , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
1424,hepatitis A,"joint_pain,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , dark urine , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
1425,hepatitis A,"joint_pain,vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , nausea , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
1426,hepatitis A,"joint_pain,vomiting,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain","joint pain , vomiting , yellowish skin , dark urine , loss appetite , abdominal pain , diarrhoea , mild fever , yellowing eyes , muscle pain"
