,prognosis,symptoms_text
1485,Tuberculosis,"chills,vomiting,fatigue,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
1486,Tuberculosis,"chills,vomiting,fatigue,weight_loss,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
1487,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
1488,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
1489,Tuberculosis,"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum"
1490,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
1491,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
1492,Common Cold,"chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
1493,Common Cold,"continuous_sneezing,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
1494,Common Cold,"continuous_sneezing,chills,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
1495,Common Cold,"continuous_sneezing,chills,fatigue,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
1496,Common Cold,"continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
1497,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
1498,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
1499,Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
1500,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,chest_pain,fast_heart_rate,rusty_sputum"
1501,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
1502,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
1503,Pneumonia,"fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
1504,Pneumonia,"chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
1505,Pneumonia,"chills,fatigue,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
1506,Pneumonia,"chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
1507,Pneumonia,"chills,fatigue,cough,high_fever,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
1508,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
1509,Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
1510,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
1511,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
1512,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
1513,Dimorphic hemmorhoids(piles),"pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
1514,Dimorphic hemmorhoids(piles),"constipation,pain_in_anal_region,bloody_stool,irritation_in_anus"
1515,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,bloody_stool,irritation_in_anus"
1516,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus"
1517,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool"
1518,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
1519,Dimorphic hemmorhoids(piles),"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus"
1520,Heart attack,"vomiting,breathlessness,sweating,chest_pain"
1521,Heart attack,"vomiting,breathlessness,sweating,chest_pain"
1522,Heart attack,"breathlessness,sweating,chest_pain"
1523,Heart attack,"vomiting,sweating,chest_pain"
1524,Heart attack,"vomiting,breathlessness,chest_pain"
1525,Heart attack,"vomiting,breathlessness,sweating"
1526,Heart attack,"vomiting,breathlessness,sweating,chest_pain"
1527,Heart attack,"breathlessness,sweating,chest_pain"
1528,Heart attack,"vomiting,sweating,chest_pain"
1529,Heart attack,"vomiting,breathlessness,chest_pain"
1530,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
1531,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
1532,Varicose veins,"cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
1533,Varicose veins,"fatigue,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
1534,Varicose veins,"fatigue,cramps,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
1535,Varicose veins,"fatigue,cramps,bruising,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf"
1536,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf"
1537,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf"
1538,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels"
1539,Varicose veins,"fatigue,cramps,bruising,obesity,swollen_legs,prominent_veins_on_calf"
1540,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
1541,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
1542,Hypothyroidism,"weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
1543,Hypothyroidism,"weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
1544,Hypothyroidism,"fatigue,cold_hands_and_feets,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
1545,Hypothyroidism,"fatigue,weight_gain,mood_swings,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
1546,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,lethargy,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
1547,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,dizziness,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
1548,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
1549,Hypothyroidism,"fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation"
1550,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
1551,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
1552,Hyperthyroidism,"mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
1553,Hyperthyroidism,"fatigue,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
1554,Hyperthyroidism,"fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
1555,Hyperthyroidism,"fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
1556,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
1557,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
1558,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation"
1559,Hyperthyroidism,"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability,abnormal_menstruation"
1560,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,slurred_speech,irritability,palpitations"
1561,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
1562,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
1563,Hypoglycemia,"fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
1564,Hypoglycemia,"vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
1565,Hypoglycemia,"vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
1566,Hypoglycemia,"vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
1567,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
1568,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
1569,Hypoglycemia,"vomiting,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations"
1570,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
1571,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
1572,Osteoarthristis,"neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
1573,Osteoarthristis,"joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
1574,Osteoarthristis,"joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking"
1575,Osteoarthristis,"joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking"
1576,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking"
1577,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints"
1578,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
1579,Osteoarthristis,"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking"
1580,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
1581,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
1582,Arthritis,"stiff_neck,swelling_joints,movement_stiffness,painful_walking"
1583,Arthritis,"muscle_weakness,swelling_joints,movement_stiffness,painful_walking"
1584,Arthritis,"muscle_weakness,stiff_neck,movement_stiffness,painful_walking"
1585,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,painful_walking"
1586,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
1587,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness"
1588,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
1589,Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
1590,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
1591,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
1592,(vertigo) Paroymsal  Positional Vertigo,"headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
1593,(vertigo) Paroymsal  Positional Vertigo,"vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness"
1594,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,spinning_movements,loss_of_balance,unsteadiness"
1595,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,loss_of_balance,unsteadiness"
1596,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,unsteadiness"
1597,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance"
1598,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness"
1599,(vertigo) Paroymsal  Positional Vertigo,"vomiting,headache,nausea,loss_of_balance,unsteadiness"
1600,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
1601,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
1602,Acne,"pus_filled_pimples,blackheads,scurring"
1603,Acne,"skin_rash,blackheads,scurring"
1604,Acne,"skin_rash,pus_filled_pimples,scurring"
1605,Acne,"skin_rash,pus_filled_pimples,blackheads"
1606,Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
1607,Acne,"skin_rash,pus_filled_pimples,blackheads"
1608,Acne,"skin_rash,pus_filled_pimples,scurring"
1609,Acne,"skin_rash,blackheads,scurring"
1610,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
1611,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
1612,Urinary tract infection,"bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
1613,Urinary tract infection,"burning_micturition,foul_smell_of urine,continuous_feel_of_urine"
1614,Urinary tract infection,"burning_micturition,bladder_discomfort,continuous_feel_of_urine"
1615,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine"
1616,Urinary tract infection,"burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
1617,Urinary tract infection,"burning_micturition,bladder_discomfort,continuous_feel_of_urine"
1618,Urinary tract infection,"bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine"
1619,Urinary tract infection,"burning_micturition,bladder_discomfort,continuous_feel_of_urine"
1620,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
1621,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
1622,Psoriasis,"joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
1623,Psoriasis,"skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
1624,Psoriasis,"skin_rash,joint_pain,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
1625,Psoriasis,"skin_rash,joint_pain,skin_peeling,small_dents_in_nails,inflammatory_nails"
1626,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,inflammatory_nails"
1627,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails"
1628,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
1629,Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
1630,Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
1631,Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
1632,Impetigo,"high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
1633,Impetigo,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze"
1634,Impetigo,"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze"
